Mã hàng;Mã vạch;Tên hàng;Thương hiệu;Giá bán;Giá vốn;Tồn kho;KH đặt;Dự kiến hết hàng;Tồn nhỏ nhất;Tồn lớn nhất;ĐVT;Mã ĐVT Cơ bản;Quy đổi;Thuộc tính;Mã HH Liên quan;Trọng lượng;Đang kinh doanh;Được bán trực tiếp;Giá sỉ
PVN470-1;PVN5124;Tương ớt Chinsu chai 250g;Chinsu;126.000,0;90.000,00;12,0;;;0,0;166.666.666,50;lóc;PVN470;6,0;;PVN470;0,0;1;1;0,0
PVN470-2;PVN5776;Tương ớt Chinsu chai 250g;Chinsu;376.000,0;360.000,00;3,0;;;0,0;41.666.666,625;thùng;PVN470;24,0;;PVN470;0,0;1;1;0,0
PVN3150;8936136161143;Tương ớt Chinsu chai 500g;Chinsu;30.000,0;28.200,00;34,0;;;0,0;999.999.999,0;chai;;1,0;;;0,0;1;1;0,0
PVN3150-1;PVN5775;Tương ớt Chinsu chai 500g;Chinsu;348.000,0;338.400,00;2,833;;;0,0;83.333.333,250;thùng;PVN3150;12,0;;PVN3150;0,0;1;1;0,0
PVN3155;8936136167343;Nước mắm Chinsu cá cơm chai 720ml;Chinsu;59.000,0;56.000,00;6,0;;;0,0;999.999.999,0;chai;;1,0;;;0,0;1;1;0,0
PVN3155-1;PVN6121;Nước mắm Chinsu cá cơm chai 720ml;Chinsu;685.000,0;672.000,00;0,50;;;0,0;83.333.333,250;thùng;PVN3155;12,0;;PVN3155;0,0;1;1;0,0
PVN4868;8936136163734;Nước tương Chinsu tỏi ớt chai 330ml;Chinsu;18.000,0;16.500,00;12,0;;;0,0;999.999.999,0;chai;;1,0;;;0,0;1;1;0,0
PVN4868-1;PVN7800;Nước tương Chinsu tỏi ớt chai 330ml;Chinsu;409.000,0;396.000,00;0,50;;;0,0;41.666.666,625;thùng;PVN4868;24,0;;PVN4868;0,0;1;1;0,0
PVN5374;8936017367046;Tương cà chinsu chai 250g;Chinsu;17.000,0;15.400,00;32,0;;;0,0;999.999.999,0;chai;;1,0;;;0,0;1;1;0,0
PVN5374-1;PVN6076;Tương cà chinsu chai 250g;Chinsu;383.000,0;369.600,00;1,333;;;0,0;41.666.666,625;thùng;PVN5374;24,0;;PVN5374;0,0;1;1;0,0
PVN6322;8936136168616;Hạt nêm Chinsu hảo hạng bịch 500g;Chinsu;32.000,0;26.000,00;18,0;;;0,0;999.999.999,0;bịch;;1,0;;;0,0;1;1;0,0
PVN6322-1;PVN6323;Hạt nêm Chinsu hảo hạng bịch 500g;Chinsu;425.000,0;416.000,00;1,125;;;0,0;62.499.999,938;thùng;PVN6322;16,0;;PVN6322;0,0;1;1;0,0
PVN7352;8936136168449;Sa tế tôm Chinsu chai 90g;Chinsu;10.000,0;8.000,00;22,0;;;0,0;999.999.999,0;chai;;1,0;;;0,0;1;1;0,0
PVN7798;8936136163017;Nước tương Chinsu nấm Shitake chai 330ml;Chinsu;18.000,0;14.500,00;12,0;;;0,0;999.999.999,0;chai;;1,0;;;0,0;1;1;0,0
PVN7798-1;PVN7799;Nước tương Chinsu nấm Shitake chai 330ml;Chinsu;358.000,0;348.000,00;0,50;;;0,0;41.666.666,625;thùng;PVN7798;24,0;;PVN7798;0,0;1;1;0,0
PVN7960;8936136163925;Tương ớt Chinsu chai 1kg;Chinsu;51.000,0;47.300,00;9,0;;;0,0;999.999.999,0;chai;;1,0;;;0,0;1;1;0,0
PVN7960-1;PVN8707;Tương ớt Chinsu chai 1kg;Chinsu;578.000,0;567.600,00;0,750;;;0,0;83.333.333,250;thùng;PVN7960;12,0;;PVN7960;0,0;1;1;0,0
PVN9304;8936221043545;Xốt muối ớt CHINSU xanh chai 200g;Chinsu;25.000,0;20.000,00;0,0;;;0,0;999.999.999,0;chai;;1,0;;;0,0;1;1;0,0
PVN9305;8936221043552;Xốt muối ớt CHINSU đỏ chai 200g;Chinsu;25.000,0;20.000,00;12,0;;;0,0;999.999.999,0;chai;;1,0;;;0,0;1;1;0,0
PVN9428;8936221044306;Tương ớt Chinsu CAY chai 110g;;18.000,0;16.500,00;31,0;;;0,0;999.999.999,0;chai;;1,0;;;0,0;1;1;0,0
PVN5967;8934804051345;Nescafe đỏ 3in1 đậm đà hài hòa hộp 340g;Nestle;65.000,0;61.000,00;11,0;;;0,0;999.999.999,0;hộp;;1,0;;;0,0;1;1;0,0
PVN5967-1;PVN5967;Nescafe đỏ 3in1 đậm đà hài hòa hộp 340g;Nestle;1.480.000,0;1.464.000,00;0,458;;;0,0;41.666.666,625;thùng;PVN5967;24,0;;PVN5967;0,0;1;1;0,0
NDD;DD-01;Nescafe cafe Việt cà phê đen đá gói 16g;Nestle;4.000,0;3.600,00;868,0;;;0,0;999.999.999,0;gói;;1,0;;;0,0;1;1;0,0
NDD-1;8934804044415;Nescafe cafe Việt cà phê đen đá gói 16g;Nestle;37.000,0;36.000,00;86,80;;;0,0;99.999.999,90;dây;NDD;10,0;;NDD;0,0;1;1;0,0
NDD-2;PVN6405;Nescafe cafe Việt cà phê đen đá gói 16g;Nestle;2.250.000,0;2.160.000,00;1,447;;;0,0;1.666.666,665;thùng;NDD;600,0;;NDD;0,0;1;1;0,0
PVN1686;8934804028064;Nescafe đỏ 3in1 rang xay hoà tan bịch 782g (46 gói);Nestle;148.000,0;145.000,00;15,0;;;0,0;999.999.999,0;bịch;;1,0;;;0,0;1;1;0,0
PVN1686-1;PVN8791;Nescafe đỏ 3in1 rang xay hoà tan bịch 782g (46 gói);Nestle;2.040.000,0;2.030.000,00;1,071;;;0,0;71.428.571,357;thùng;PVN1686;14,0;;PVN1686;0,0;1;1;0,0
NS2;;Nescafe cà phê sữa đá gói 24g;Nestle;5.000,0;4.300,00;211,0;;;0,0;999.999.999,0;gói;;1,0;;;0,0;1;1;0,0
NS2-1;PVN6723;Nescafe cà phê sữa đá gói 24g;Nestle;1.740.000,0;1.548.000,00;0,586;;;0,0;2.777.777,775;thùng;NS2;360,0;;NS2;0,0;1;1;0,0
NS2-2;8934804030692;Nescafe cà phê sữa đá gói 24g;Nestle;46.000,0;43.000,00;21,10;;;0,0;99.999.999,90;hộp;NS2;10,0;;NS2;0,0;1;1;0,0
PVN7878;NNG;Nescafe cà phê sữa đá gói 24g;Nestle;6.000,0;4.800,00;140,0;;;0,0;999.999.999,0;gói;;1,0;;;0,0;1;1;0,0
PVN7878-1;8934804031309;Nescafe cà phê sữa đá gói 24g;Nestle;54.000,0;48.000,00;14,0;;;0,0;99.999.999,90;dây;PVN7878;10,0;;PVN7878;0,0;1;1;0,0
PVN7878-2;PVN7880;Nescafe cà phê sữa đá gói 24g;Nestle;2.940.000,0;2.880.000,00;0,233;;;0,0;1.666.666,665;thùng;PVN7878;600,0;;PVN7878;0,0;1;1;0,0
PVN8723;8934804028002;Nescafe 3in1 xanh đậm vị cà phê bịch 782g;Nestle;148.000,0;145.000,00;8,0;;;0,0;999.999.999,0;bịch;;1,0;;;0,0;1;1;0,0
PVN8723-1;PVN8724;Nescafe 3in1 xanh đậm vị cà phê bịch 782g;Nestle;2.050.000,0;2.030.000,00;0,571;;;0,0;71.428.571,357;thùng;PVN8723;14,0;;PVN8723;0,0;1;1;0,0
PVN8971;8934804053721;Nescafe kem sữa bịch 384g (24 gói X 16g);Nestle;70.000,0;68.000,00;6,0;;;0,0;999.999.999,0;bịch;;1,0;;;0,0;1;1;0,0
PVN9108;8934804054315;Nescafe cà phê đen hộp 105g (10gói x 10.5g);Nestle;50.000,0;45.000,00;2,0;;;0,0;999.999.999,0;hộp;;1,0;;;0,0;1;1;0,0
M1;;Milo hộp 110ml;Nestle;6.000,0;4.750,00;366,0;;;0,0;999.999.999,0;hộp;;1,0;;;0,0;1;1;0,0
M1-1;8934804025742;Milo hộp 110ml;Nestle;20.000,0;19.000,00;91,50;;;0,0;249.999.999,750;lóc;M1;4,0;;M1;0,0;1;1;0,0
M1-2;PVN1337;Milo hộp 110ml;Nestle;220.000,0;228.000,00;7,625;;;0,0;20.833.333,313;thùng;M1;48,0;;M1;0,0;1;1;0,0
sm-86-29142;8934804025780;Bột Milo Active-Go hũ 400g;Nestle;78.000,0;75.000,00;12,0;;;0,0;999.999.999,0;hũ;;1,0;;;0,0;1;1;0,0
M18;M18;Milo hộp 180ml;Nestle;9.000,0;6.770,00;137,0;;;0,0;999.999.999,0;hộp;;1,0;;;0,0;1;1;0,0
M18-1;8934804025766;Milo hộp 180ml;Nestle;30.000,0;27.080,00;34,250;;;0,0;249.999.999,750;lóc;M18;4,0;;M18;0,0;1;1;0,0
M18-2;M18T;Milo hộp 180ml;Nestle;328.000,0;324.960,00;2,854;;;0,0;20.833.333,313;Thùng;M18;48,0;;M18;0,0;1;1;0,0
PVN9447;8992696527591;Kẹo milo - bịch 67.5g;Nestle;35.000,0;25.000,00;5,0;;;0,0;999.999.999,0;bịch;;1,0;;;0,0;1;1;0,0
PVN1547;9556001216236;Thanh Milo choco bar 30g;Nestle;18.000,0;14.500,00;88,0;;;0,0;999.999.999,0;thanh;;1,0;;;0,0;1;1;0,0
PVN1547-1;PVN2495;Thanh Milo choco bar 30g;Nestle;360.000,0;348.000,00;3,667;;;0,0;41.666.666,625;hộp;PVN1547;24,0;;PVN1547;0,0;1;1;0,0
PVN5422;PVN5422;Milo gói 22g;Nestle;4.000,0;3.600,00;239,0;;;0,0;999.999.999,0;gói;;1,0;;;0,0;1;1;0,0
PVN5422-1;8934804030913;Milo gói 22g;Nestle;38.000,0;36.000,00;23,90;;;0,0;99.999.999,90;dây;PVN5422;10,0;;PVN5422;0,0;1;1;0,0
PVN5422-2;PVN6404;Milo gói 22g;Nestle;1.550.000,0;1.512.000,00;0,569;;;0,0;2.380.952,379;thùng;PVN5422;420,0;;PVN5422;0,0;1;1;0,0
PVN8042;8934804025636;Nestle Milo hộp giấy 285g;Nestle;58.000,0;55.000,00;19,0;;;0,0;999.999.999,0;hộp;;1,0;;;0,0;1;1;0,0
MID18;8934804034058;Milo ít đường hộp 180ml;Nestle;9.000,0;7.000,00;204,0;;;0,0;999.999.999,0;hộp;;1,0;;;0,0;1;1;0,0
MID18-1;PVN8762;Milo ít đường hộp 180ml;Nestle;30.000,0;28.000,00;51,0;;;0,0;249.999.999,750;lóc;MID18;4,0;;MID18;0,0;1;1;0,0
MID18-2;PVN8763;Milo ít đường hộp 180ml;Nestle;344.000,0;336.000,00;4,250;;;0,0;20.833.333,313;thùng;MID18;48,0;;MID18;0,0;1;1;0,0
A18;PVN8951;Sữa Milo A2 hộp 180ml;Nestle;9.000,0;7.250,00;159,0;;;0,0;999.999.999,0;hộp;;1,0;;;0,0;1;1;0,0
A18-1;8934204014049;Sữa Milo A2 hộp 180ml;Nestle;32.000,0;29.000,00;39,750;;;0,0;249.999.999,750;lóc;A18;4,0;;A18;0,0;1;1;0,0
A18-2;PVN8953;Sữa Milo A2 hộp 180ml;Nestle;355.000,0;348.000,00;3,313;;;0,0;20.833.333,313;thùng;A18;48,0;;A18;0,0;1;1;0,0
A1;PVN8957;Sữa Milo A2 hộp 110ml;Nestle;6.000,0;4.855,00;0,0;;;0,0;999.999.999,0;hộp;;1,0;;;0,0;1;1;0,0
A1-1;8934804054018;Sữa Milo A2 hộp 110ml;Nestle;22.000,0;19.420,00;0,0;;;0,0;249.999.999,750;lóc;A1;4,0;;A1;0,0;1;1;0,0
A1-2;PVN8959;Sữa Milo A2 hộp 110ml;Nestle;240.000,0;233.040,00;0,0;;;0,0;20.833.333,313;thùng;A1;48,0;;A1;0,0;1;1;0,0
PVN7312;8934804020389;Nước tương đậm đặc Maggi chai 300ml;Nestle;18.000,0;16.000,00;91,0;;;0,0;999.999.999,0;chai;;1,0;;;0,0;1;1;0,0
PVN7312-1;PVN7312;Nước tương đậm đặc Maggi chai 300ml;Nestle;394.000,0;384.000,00;3,792;;;0,0;41.666.666,625;thùng;PVN7312;24,0;;PVN7312;0,0;1;1;0,0
PVN7313;8934804055831;Nước tương Maggi đậm đặc chai 700ml;Nestle;34.000,0;30.331,00;47,0;;;0,0;999.999.999,0;chai;;1,0;;;0,0;1;1;0,0
PVN7313-1;PVN7313;Nước tương Maggi đậm đặc chai 700ml;Nestle;385.000,0;363.972,00;3,917;;;0,0;83.333.333,250;thùng;PVN7313;12,0;;PVN7313;0,0;1;1;0,0
PVN656;8934804021317;Hạt nêm nấm hương Maggi bịch 200g;Nestle;25.000,0;22.500,00;33,0;;;0,0;999.999.999,0;gói;;1,0;;;0,0;1;1;0,0
PVN656-1;PVN7314;Hạt nêm nấm hương Maggi bịch 200g;Nestle;820.000,0;810.000,00;0,917;;;0,0;27.777.777,750;thùng;PVN656;36,0;;PVN656;0,0;1;1;0,0
PVN875;8934804006444;Dầu hào Maggi chai 150g;Nestle;14.000,0;11.500,00;24,0;;;0,0;999.999.999,0;chai;;1,0;;;0,0;1;1;0,0
PVN875-1;PVN6403;Dầu hào Maggi chai 150g;Nestle;286.000,0;276.000,00;1,0;;;0,0;41.666.666,625;thùng;PVN875;24,0;;PVN875;0,0;1;1;0,0
PVN1212;8934804023359;Hạt nêm nấm hương Maggi bịch 450g;Nestle;52.000,0;43.000,00;6,0;;;0,0;999.999.999,0;bịch;;1,0;;;0,0;1;1;0,0
PVN1212-1;PVN8624;Hạt nêm nấm hương Maggi bịch 450g;Nestle;880.000,0;860.000,00;0,30;;;0,0;49.999.999,950;thùng;PVN1212;20,0;;PVN1212;0,0;1;1;0,0
PVN3033;8934804004044;Dầu hào Maggi chai 350ml;Nestle;30.000,0;26.000,00;8,0;;;0,0;999.999.999,0;chai;;1,0;;;0,0;1;1;0,0
PVN3033-1;PVN5970;Dầu hào Maggi chai 350ml;Nestle;598.000,0;624.000,00;0,333;;;0,0;41.666.666,625;thùng;PVN3033;24,0;;PVN3033;0,0;1;1;0,0
PVN5971;8934804031781;Nước tương Maggi tỏi ớt tươi chai 200ml;Nestle;18.000,0;15.000,00;6,0;;;0,0;999.999.999,0;chai;;1,0;;;0,0;1;1;0,0
PVN5971-1;PVN7105;Nước tương Maggi tỏi ớt tươi chai 200ml;Nestle;380.000,0;360.000,00;0,250;;;0,0;41.666.666,625;thùng;PVN5971;24,0;;PVN5971;0,0;1;1;0,0
PVN6880;8934804021997;Dầu hào Maggi chai 820g;Nestle;49.000,0;45.000,00;9,0;;;0,0;999.999.999,0;chai;;1,0;;;0,0;1;1;0,0
PVN6880-1;PVN6881;Dầu hào Maggi chai 820g;Nestle;562.000,0;540.000,00;0,750;;;0,0;83.333.333,250;thùng;PVN6880;12,0;;PVN6880;0,0;1;1;0,0
PVN7487;8934804048277;Hạt nêm Maggi nấm hương gói 900g;Nestle;89.000,0;85.000,00;12,0;;;0,0;999.999.999,0;gói;;1,0;;;0,0;1;1;0,0
PVN7487-1;PVN7488;Hạt nêm Maggi nấm hương gói 900g;Nestle;910.000,0;1.020.000,00;1,0;;;0,0;83.333.333,250;thùng;PVN7487;12,0;;PVN7487;0,0;1;1;0,0
PVN8792;8934804052144;Dầu hào Maggi bào ngư chai 350g;Nestle;27.000,0;25.000,00;25,0;;;0,0;999.999.999,0;chai;;1,0;;;0,0;1;1;0,0
PVN8792-1;PVN8793;Dầu hào Maggi bào ngư chai 350g;Nestle;624.000,0;600.000,00;1,042;;;0,0;41.666.666,625;thùng;PVN8792;24,0;;PVN8792;0,0;1;1;0,0
PVN6350;8936127794008;Sữa trái cây TH True Milk vị cam chai 300ml;TH TRUE MILK;10.000,0;8.266,00;2,0;;;0,0;999.999.999,0;chai;;1,0;;;0,0;1;1;0,0
PVN6350-1;PVN6368;Sữa trái cây TH True Milk vị cam chai 300ml;TH TRUE MILK;56.000,0;49.596,00;0,333;;;0,0;166.666.666,50;lóc;PVN6350;6,0;;PVN6350;0,0;1;1;0,0
PVN6350-2;PVN6369;Sữa trái cây TH True Milk vị cam chai 300ml;TH TRUE MILK;208.000,0;198.384,00;0,083;;;0,0;41.666.666,625;thùng;PVN6350;24,0;;PVN6350;0,0;1;1;0,0
TCD18;;Sữa TH True Milk có đường hộp 180ml;TH TRUE MILK;10.000,0;8.585,00;299,0;;;0,0;999.999.999,0;hộp;;1,0;;;0,0;1;1;0,0
TCD18-1;8935217400157;Sữa TH True Milk có đường hộp 180ml;TH TRUE MILK;36.000,0;34.340,00;74,750;;;0,0;249.999.999,750;lóc;TCD18;4,0;;TCD18;0,0;1;1;0,0
TCD18-2;PVN6377;Sữa TH True Milk có đường hộp 180ml;TH TRUE MILK;424.000,0;412.080,00;6,229;;;0,0;20.833.333,313;thùng;TCD18;48,0;;TCD18;0,0;1;1;0,0
PVN6353;8936127794107;Sữa trái cây TH True Milk vị dâu chai 300ml;TH TRUE MILK;10.000,0;8.266,00;3,0;;;0,0;999.999.999,0;chai;;1,0;;;0,0;1;1;0,0
PVN6353-1;PVN6370;Sữa trái cây TH True Milk vị dâu chai 300ml;TH TRUE MILK;56.000,0;49.596,00;0,50;;;0,0;166.666.666,50;lóc;PVN6353;6,0;;PVN6353;0,0;1;1;0,0
PVN6353-2;PVN6371;Sữa trái cây TH True Milk vị dâu chai 300ml;TH TRUE MILK;208.000,0;198.384,00;0,125;;;0,0;41.666.666,625;thùng;PVN6353;24,0;;PVN6353;0,0;1;1;0,0
TCD2;8935217400195;Sữa TH True Milk có đường bịch 220ml;TH TRUE MILK;8.500,0;7.964,00;109,0;;;0,0;999.999.999,0;bịch;;1,0;;;0,0;1;1;0,0
TCD2-1;PVN6382;Sữa TH True Milk có đường bịch 220ml;TH TRUE MILK;82.000,0;79.640,00;10,90;;;0,0;99.999.999,90;lóc;TCD2;10,0;;TCD2;0,0;1;1;0,0
TCD2-2;PVN6383;Sữa TH True Milk có đường bịch 220ml;TH TRUE MILK;385.000,0;382.272,00;2,271;;;0,0;20.833.333,313;thùng;TCD2;48,0;;TCD2;0,0;1;1;0,0
TID2;8935217400393;Sữa TH True Milk ít đường bịch 220ml;TH TRUE MILK;8.500,0;7.883,00;153,0;;;0,0;999.999.999,0;bịch;;1,0;;;0,0;1;1;0,0
TID2-1;PVN6384;Sữa TH True Milk ít đường bịch 220ml;TH TRUE MILK;82.000,0;78.830,00;15,30;;;0,0;99.999.999,90;lóc;TID2;10,0;;TID2;0,0;1;1;0,0
TID2-2;PVN6385;Sữa TH True Milk ít đường bịch 220ml;TH TRUE MILK;385.000,0;378.384,00;3,188;;;0,0;20.833.333,313;thùng;TID2;48,0;;TID2;0,0;1;1;0,0
TID1;;Sữa TH True Milk ít đường hộp 110ml;TH TRUE MILK;7.000,0;5.586,00;100,0;;;0,0;999.999.999,0;hộp;;1,0;;;0,0;1;1;0,0
TID1-1;8935217400362;Sữa TH True Milk ít đường hộp 110ml;TH TRUE MILK;24.000,0;22.344,00;25,0;;;0,0;249.999.999,750;lóc;TID1;4,0;;TID1;0,0;1;1;0,0
TID1-2;PVN6373;Sữa TH True Milk ít đường hộp 110ml;TH TRUE MILK;274.000,0;268.128,00;2,083;;;0,0;20.833.333,313;thùng;TID1;48,0;;TID1;0,0;1;1;0,0
TCD1;;Sữa TH True Milk có đường hộp 110ml;TH TRUE MILK;7.000,0;5.568,00;346,0;;;0,0;999.999.999,0;hộp;;1,0;;;0,0;1;1;0,0
TCD1-1;8935217400164;Sữa TH True Milk có đường hộp 110ml;TH TRUE MILK;24.000,0;22.272,00;86,50;;;0,0;249.999.999,750;lóc;TCD1;4,0;;TCD1;0,0;1;1;0,0
TCD1-2;PVN6381;Sữa TH True Milk có đường hộp 110ml;TH TRUE MILK;274.000,0;267.264,00;7,208;;;0,0;20.833.333,313;thùng;TCD1;48,0;;TCD1;0,0;1;1;0,0
PVN6359;8936127794206;Sữa trái cây TH True Milk vị việt quốc chai 300ml;TH TRUE MILK;10.000,0;8.266,00;0,0;;;0,0;999.999.999,0;chai;;1,0;;;0,0;1;1;0,0
PVN6359-1;PVN6366;Sữa trái cây TH True Milk vị việt quốc chai 300ml;TH TRUE MILK;56.000,0;49.596,00;0,0;;;0,0;166.666.666,50;lóc;PVN6359;6,0;;PVN6359;0,0;1;1;0,0
PVN6359-2;PVN6367;Sữa trái cây TH True Milk vị việt quốc chai 300ml;TH TRUE MILK;208.000,0;198.384,00;0,0;;;0,0;41.666.666,625;thùng;PVN6359;24,0;;PVN6359;0,0;1;1;0,0
TID18;;Sữa TH True Milk ít đường hộp 180ml;TH TRUE MILK;10.000,0;8.674,00;164,0;;;0,0;999.999.999,0;hộp;;1,0;;;0,0;1;1;0,0
TID18-1;8935217400355;Sữa TH True Milk ít đường hộp 180ml;TH TRUE MILK;36.000,0;34.696,00;41,0;;;0,0;249.999.999,750;lóc;TID18;4,0;;TID18;0,0;1;1;0,0
TID18-2;PVN6365;Sữa TH True Milk ít đường hộp 180ml;TH TRUE MILK;424.000,0;416.352,00;3,417;;;0,0;20.833.333,313;thùng;TID18;48,0;;TID18;0,0;1;1;0,0
PVN6361;8936127794404;Sữa trái cây TH True Milk vị chuối chai 300ml;TH TRUE MILK;10.000,0;8.266,00;9,0;;;0,0;999.999.999,0;chai;;1,0;;;0,0;1;1;0,0
PVN6361-1;PVN6362;Sữa trái cây TH True Milk vị chuối chai 300ml;TH TRUE MILK;56.000,0;49.596,00;1,50;;;0,0;166.666.666,50;Lóc;PVN6361;6,0;;PVN6361;0,0;1;1;0,0
PVN6361-2;PVN6363;Sữa trái cây TH True Milk vị chuối chai 300ml;TH TRUE MILK;208.000,0;198.384,00;0,375;;;0,0;41.666.666,625;thùng;PVN6361;24,0;;PVN6361;0,0;1;1;0,0
TD1;TD1;Sữa TH True Milk hương dâu hộp 110ml;TH TRUE MILK;7.000,0;5.568,00;5,0;;;0,0;999.999.999,0;hộp;;1,0;;;0,0;1;1;0,0
TD1-1;8935217400263;Sữa TH True Milk hương dâu hộp 110ml;TH TRUE MILK;24.000,0;22.272,00;1,250;;;0,0;249.999.999,750;lóc;TD1;4,0;;TD1;0,0;1;1;0,0
TD1-2;TD1T;Sữa TH True Milk hương dâu hộp 110ml;TH TRUE MILK;274.000,0;267.264,00;0,104;;;0,0;20.833.333,313;thùng;TD1;48,0;;TD1;0,0;1;1;0,0
TD18;TD18;Sữa TH True Milk hương dâu hộp 180ml;TH TRUE MILK;10.000,0;8.672,00;4,0;;;0,0;999.999.999,0;hộp;;1,0;;;0,0;1;1;0,0
TD18-1;8935217400256;Sữa TH True Milk hương dâu hộp 180ml;TH TRUE MILK;36.000,0;34.688,00;1,0;;;0,0;249.999.999,750;lóc;TD18;4,0;;TD18;0,0;1;1;0,0
TD18-2;TD18T;Sữa TH True Milk hương dâu hộp 180ml;TH TRUE MILK;424.000,0;416.256,00;0,083;;;0,0;20.833.333,313;thùng;TD18;48,0;;TD18;0,0;1;1;0,0
TNC2;8935217400096;Sữa TH True Milk nguyên chất bịch 220ml;TH TRUE MILK;8.500,0;7.964,00;78,0;;;0,0;999.999.999,0;bịch;;1,0;;;0,0;1;1;0,0
TNC2-1;TNC2L;Sữa TH True Milk nguyên chất bịch 220ml;TH TRUE MILK;82.000,0;79.640,00;7,80;;;0,0;99.999.999,90;lóc;TNC2;10,0;;TNC2;0,0;1;1;0,0
TNC2-2;TNC2T;Sữa TH True Milk nguyên chất bịch 220ml;TH TRUE MILK;385.000,0;382.272,00;1,625;;;0,0;20.833.333,313;thùng;TNC2;48,0;;TNC2;0,0;1;1;0,0
PVN8546;8936127794503;Sữa trái cây TH True Milk vị mẳng cầu chai 300ml;TH TRUE MILK;10.000,0;8.252,00;8,0;;;0,0;999.999.999,0;chai;;1,0;;;0,0;1;1;0,0
PVN8546-1;PVN8547;Sữa trái cây TH True Milk vị mẳng cầu chai 300ml;TH TRUE MILK;56.000,0;49.512,00;1,333;;;0,0;166.666.666,50;lóc;PVN8546;6,0;;PVN8546;0,0;1;1;0,0
PVN8546-2;PVN8548;Sữa trái cây TH True Milk vị mẳng cầu chai 300ml;TH TRUE MILK;208.000,0;198.048,00;0,333;;;0,0;41.666.666,625;thùng;PVN8546;24,0;;PVN8546;0,0;1;1;0,0
TC18;TC18;Sữa TH True Milk hương chuối hộp 180ml;TH TRUE MILK;10.000,0;8.764,00;0,0;;;0,0;999.999.999,0;hộp;;1,0;;;0,0;1;1;0,0
TC18-1;8935217400775;Sữa TH True Milk hương chuối hộp 180ml;TH TRUE MILK;36.000,0;35.056,00;0,0;;;0,0;249.999.999,750;lóc;TC18;4,0;;TC18;0,0;1;1;0,0
TC18-2;TC18T;Sữa TH True Milk hương chuối hộp 180ml;TH TRUE MILK;422.000,0;420.672,00;0,0;;;0,0;20.833.333,313;thùng;TC18;48,0;;TC18;0,0;1;1;0,0
PVN9418;8936127790017;Nước tinh khiết TH TRUE MILK Water chai 500ml;TH TRUE MILK;5.000,0;3.622,00;0,0;;;0,0;999.999.999,0;chai;;1,0;;;0,0;1;1;0,0
PVN9418-1;PVN9419;Nước tinh khiết TH TRUE MILK Water chai 500ml;TH TRUE MILK;26.000,0;21.732,00;0,0;;;0,0;166.666.666,50;lóc;PVN9418;6,0;;PVN9418;0,0;1;1;0,0
PVN9418-2;PVN9420;Nước tinh khiết TH TRUE MILK Water chai 500ml;TH TRUE MILK;92.000,0;86.928,00;0,0;;;0,0;41.666.666,625;thùng;PVN9418;24,0;;PVN9418;0,0;1;1;0,0
NS18;;Sữa Nuvi vị Socola hộp 180ml;Nutifood;8.000,0;6.597,00;15,0;;;0,0;999.999.999,0;hộp;;1,0;;;0,0;1;1;0,0
NS18-1;8935049018896;Sữa Nuvi vị Socola hộp 180ml;Nutifood;28.000,0;26.388,00;3,750;;;0,0;249.999.999,750;lóc;NS18;4,0;;NS18;0,0;1;1;0,0
NS18-2;PVN1755;Sữa Nuvi vị Socola hộp 180ml;Nutifood;322.000,0;316.656,00;0,313;;;0,0;20.833.333,313;thùng;NS18;48,0;;NS18;0,0;1;1;0,0
NST18;;Sữa Nuvi lúa mạch thạch lắc cacao hộp 170ml;Nutifood;9.000,0;6.723,00;3,0;;;0,0;999.999.999,0;hộp;;1,0;;;0,0;1;1;0,0
NST18-1;8935049019060;Sữa Nuvi lúa mạch thạch lắc cacao hộp 170ml;Nutifood;30.000,0;26.892,00;0,750;;;0,0;249.999.999,750;lóc;NST18;4,0;;NST18;0,0;1;1;0,0
NST18-2;PVN1758;Sữa Nuvi lúa mạch thạch lắc cacao hộp 170ml;Nutifood;330.000,0;322.704,00;0,063;;;0,0;20.833.333,313;thùng;NST18;48,0;;NST18;0,0;1;1;0,0
ND18;;Sữa Nuvi vị dâu hộp 180ml;Nutifood;8.000,0;5.554,00;38,0;;;0,0;999.999.999,0;hộp;;1,0;;;0,0;1;1;0,0
ND18-1;8935049019268;Sữa Nuvi vị dâu hộp 180ml;Nutifood;25.000,0;22.216,00;9,50;;;0,0;249.999.999,750;lóc;ND18;4,0;;ND18;0,0;1;1;0,0
ND18-2;PVN1761;Sữa Nuvi vị dâu hộp 180ml;Nutifood;274.000,0;266.592,00;0,792;;;0,0;20.833.333,313;thùng;ND18;48,0;;ND18;0,0;1;1;0,0
NCT18;PVN2971;Sữa lắc Nuvi hương cam có thạch hộp 170ml;Nutifood;9.000,0;6.979,00;88,0;;;0,0;999.999.999,0;hộp;;1,0;;;0,0;1;1;0,0
NCT18-1;8935049019046;Sữa lắc Nuvi hương cam có thạch hộp 170ml;Nutifood;30.000,0;27.916,00;22,0;;;0,0;249.999.999,750;lóc;NCT18;4,0;;NCT18;0,0;1;1;0,0
NCT18-2;PVN2978;Sữa lắc Nuvi hương cam có thạch hộp 170ml;Nutifood;332.000,0;334.992,00;1,833;;;0,0;20.833.333,313;thùng;NCT18;48,0;;NCT18;0,0;1;1;0,0
