Mã hàng;Mã vạch;Tên hàng;Thương hiệu;Giá bán;Giá vốn;Tồn kho;KH đặt;Dự kiến hết hàng;Tồn nhỏ nhất;Tồn lớn nhất;ĐVT;Mã ĐVT Cơ bản;Quy đổi;Thuộc tính;Mã HH Liên quan;Trọng lượng;Đang kinh doanh;Được bán trực tiếp;Giá sỉ
PVN6148-2;PVN6150;Hủ tiếu sườn heo cung đình gói 84g;Cung đình;255.000,0;228.090,00;2,467;;;0,0;0,0;thùng;PVN6148;30,0;;PVN6148;0,0;1;1;0,0
PVN6904;8936104380439;Mì cung đình vị bò hầm ly 64g;Cung đình;9.000,0;7.750,00;20,0;;;0,0;0,0;ly;;1,0;;;0,0;1;1;0,0
PVN6904-2;PVN6905;Mì cung đình vị bò hầm ly 64g;Cung đình;192.000,0;186.000,00;0,833;;;0,0;0,0;thùng;PVN6904;24,0;;PVN6904;0,0;1;1;0,0
PVN9542-1;PVN9542;Mì cung đình vị bò hầm ly 64g;Cung đình;85.000,0;77.500,00;2,0;;;0,0;0,0;10;PVN6904;10,0;;PVN6904;0,0;1;1;0,0
PVN9271;8936010683204;Hủ tiếu bò kho cung đình 85g;Cung đình;9.000,0;7.603,00;0,0;;;0,0;0,0;gói;;1,0;;;0,0;1;1;0,0
PVN9271-1;PVN9272;Hủ tiếu bò kho cung đình 85g;Cung đình;87.000,0;76.030,00;0,0;;;0,0;0,0;10;PVN9271;10,0;;PVN9271;0,0;1;1;0,0
PVN9271-2;PVN9273;Hủ tiếu bò kho cung đình 85g;Cung đình;255.000,0;228.090,00;0,0;;;0,0;0,0;thùng;PVN9271;30,0;;PVN9271;0,0;1;1;0,0
PVN9092;8934663192562;Mì Yes Mom vị tôm chua cay ly 79.2g;Vị hương;8.000,0;6.960,00;20,0;;;0,0;0,0;ly;;1,0;;;0,0;1;1;0,0
PVN9092-1;PVN9093;Mì Yes Mom vị tôm chua cay ly 79.2g;Vị hương;172.000,0;69.600,00;2,0;;;0,0;0,0;thùng;PVN9092;10,0;;PVN9092;0,0;1;1;0,0
PVN9092-2;PVN9094;Mì Yes Mom vị tôm chua cay ly 79.2g;Vị hương;76.000,0;167.040,00;0,833;;;0,0;0,0;10 ly;PVN9092;24,0;;PVN9092;0,0;1;1;0,0
PVN9095;8934663192708;Mì Yes Mom hương vị sườn heo ly 79.2g;Vị hương;8.000,0;6.858,00;39,0;;;0,0;0,0;ly;;1,0;;;0,0;1;1;0,0
PVN9095-1;PVN9096;Mì Yes Mom hương vị sườn heo ly 79.2g;Vị hương;76.000,0;68.580,00;3,90;;;0,0;0,0;10 ly;PVN9095;10,0;;PVN9095;0,0;1;1;0,0
PVN9095-2;PVN9097;Mì Yes Mom hương vị sườn heo ly 79.2g;Vị hương;172.000,0;164.592,00;1,625;;;0,0;0,0;thùng;PVN9095;24,0;;PVN9095;0,0;1;1;0,0
PVN9098;8934663192586;Hủ tiếu mì Yes Mom hương vị thịt bầm ly 79.2g;Vị hương;8.000,0;6.858,00;0,0;;;0,0;0,0;ly;;1,0;;;0,0;1;1;0,0
PVN9098-1;PVN9099;Hủ tiếu mì Yes Mom hương vị thịt bầm ly 79.2g;Vị hương;76.000,0;68.580,00;0,0;;;0,0;0,0;10 ly;PVN9098;10,0;;PVN9098;0,0;1;1;0,0
PVN9098-2;PVN9100;Hủ tiếu mì Yes Mom hương vị thịt bầm ly 79.2g;Vị hương;172.000,0;164.592,00;0,0;;;0,0;0,0;thùng;PVN9098;24,0;;PVN9098;0,0;1;1;0,0
PVN229;8934663103025;Mì 1kg Vị hương;Vị hương;32.000,0;30.500,00;10,0;;;0,0;0,0;gói;;1,0;;;0,0;1;1;0,0
PVN229-1;PVN9386;Mì 1kg Vị hương;Vị hương;310.000,0;305.000,00;1,0;;;0,0;0,0;thùng;PVN229;10,0;;PVN229;0,0;1;1;0,0
PVN9082;8934663102288;Mì vị hương 6 tôm gói 65g;Vị hương;3.000,0;2.635,00;253,0;;;0,0;0,0;gói;;1,0;;;0,0;1;1;0,0
PVN9082-1;PVN9083;Mì vị hương 6 tôm gói 65g;Vị hương;28.000,0;26.350,00;25,30;;;0,0;0,0;10 gói;PVN9082;10,0;;PVN9082;0,0;1;1;0,0
PVN9082-2;PVN9084;Mì vị hương 6 tôm gói 65g;Vị hương;269.000,0;263.500,00;2,530;;;0,0;0,0;thùng;PVN9082;100,0;;PVN9082;0,0;1;1;0,0
PVN9253;8934663102721;Mì vị hương 2 tôm gói 60g;Vị hương;3.000,0;2.455,00;161,0;;;0,0;0,0;gói;;1,0;;;0,0;1;1;0,0
PVN9253-1;PVN9254;Mì vị hương 2 tôm gói 60g;Vị hương;28.000,0;24.550,00;16,10;;;0,0;0,0;10 gói;PVN9253;10,0;;PVN9253;0,0;1;1;0,0
PVN9253-2;PVN9255;Mì vị hương 2 tôm gói 60g;Vị hương;258.000,0;245.500,00;1,610;;;0,0;0,0;thùng;PVN9253;100,0;;PVN9253;0,0;1;1;0,0
PVN2137;8934683008737;Ngũ cốc dinh dưỡng B'fast bịch 500g;Chinsu;54.000,0;51.100,00;27,0;;;0,0;0,0;gói;;1,0;;;0,0;1;1;0,0
PVN2137-1;PVN6075;Ngũ cốc dinh dưỡng B'fast bịch 500g;Chinsu;734.000,0;715.400,00;1,929;;;0,0;0,0;thùng;PVN2137;14,0;;PVN2137;0,0;1;1;0,0
PVN7905;8934683001257;Cà phê Chất cà phê sữa đá sài gòn hộp 290g (10gói x 29gr);Chinsu;50.000,0;47.100,00;11,0;;;0,0;0,0;hộp;;1,0;;;0,0;1;1;0,0
8935024163504;8935024163504;Cà phê Trung nguyên Sáng Tạo 1 gói 340g;Trung nguyên;84.000,0;79.500,00;2,0;;;0,0;0,0;bịch;;1,0;;;0,0;1;1;0,0
S500g;8935024115169;Cà phê Trung Nguyên S gói 500g;Trung nguyên;74.000,0;70.200,00;12,0;;;0,0;0,0;bịch;;1,0;;;0,0;1;1;0,0
PVN1903;8935024163528;Cà phê Trung nguyên Sáng tạo 3 gói 340g;Trung nguyên;118.000,0;112.000,00;0,0;;;0,0;0,0;bịch;;1,0;;;0,0;1;1;0,0
s100g;8935024111154;Cà phê Trung nguyên S Chinh phục gói 100g;Trung nguyên;17.000,0;15.300,00;100,0;;;0,0;0,0;bịch;;1,0;;;0,0;1;1;0,0
s100g-1;PVN3044;Cà phê Trung nguyên S Chinh phục gói 100g;Trung nguyên;80.000,0;153.000,00;10,0;;;0,0;0,0;lóc;s100g;10,0;;s100g;0,0;1;1;0,0
8935024163511;8935024163511;Cà phê Trung Nguyên sáng tạo 2 gói 340g;Trung nguyên;98.000,0;93.000,00;0,0;;;0,0;0,0;bịch;;1,0;;;0,0;1;1;0,0
PVN5762;8935024123287;Cà phê G7 3in1 hộp 336g (21gói x 16g);Trung nguyên;70.000,0;66.240,00;21,0;;;0,0;0,0;hộp;;1,0;;;0,0;1;1;0,0
PVN5762-1;PVN5762;Cà phê G7 3in1 hộp 336g (21gói x 16g);Trung nguyên;1.650.000,0;1.589.760,00;0,875;;;0,0;0,0;thùng;PVN5762;24,0;;PVN5762;0,0;1;1;0,0
PVN658;;Cafe G7 gói 16g;Trung nguyên;4.000,0;3.185,00;469,0;;;0,0;0,0;gói;;1,0;;;0,0;1;1;0,0
PVN658-1;8935024120330;Cafe G7 gói 16g;Trung nguyên;36.000,0;31.850,00;46,90;;;0,0;0,0;dây;PVN658;10,0;;PVN658;0,0;1;1;0,0
PVN1628;8935024129357;Cà phê G7 3in1 bịch 800g (50 gói x 16g);Trung nguyên;172.000,0;163.000,00;1,0;;;0,0;0,0;bịch;;1,0;;;0,0;1;1;0,0
PVN1628-1;PVN6951;Cà phê G7 3in1 bịch 800g (50 gói x 16g);Trung nguyên;1.640.000,0;1.630.000,00;0,10;;;0,0;0,0;thùng;PVN1628;10,0;;PVN1628;0,0;1;1;0,0
PVN1905;8935024122396;Cà phê đen G7 2in1 hộp 240g;Trung nguyên;70.000,0;68.000,00;15,0;;;0,0;0,0;hộp;;1,0;;;0,0;1;1;0,0
PVN1905-1;PVN5873;Cà phê đen G7 2in1 hộp 240g;Trung nguyên;1.650.000,0;1.632.000,00;0,625;;;0,0;0,0;thùng;PVN1905;24,0;;PVN1905;0,0;1;1;0,0
PVN1972;8935024173084;Cà phê G7 3in1 bịch 320g (20 gói x 16g);Trung nguyên;78.000,0;75.000,00;0,0;;;0,0;0,0;bịch;;1,0;;;0,0;1;1;0,0
PVN1972-1;PVN7089;Cà phê G7 3in1 bịch 320g (20 gói x 16g);Trung nguyên;1.520.000,0;1.800.000,00;0,0;;;0,0;0,0;thùng;PVN1972;24,0;;PVN1972;0,0;1;1;0,0
PVN1376;8938553164592;Cà phê bảo minh 2 bịch 500g;Bảo minh;74.000,0;70.000,00;49,0;;;0,0;0,0;bich;;1,0;;;0,0;1;1;0,0
PVN2417;8936010170124;Cà phê Bảo Minh bịch 100g;Bảo minh;16.000,0;14.200,00;181,0;;;0,0;0,0;bịch;;1,0;;;0,0;1;1;0,0
PVN2417-1;PVN2417;Cà phê Bảo Minh bịch 100g;Bảo minh;75.000,0;71.000,00;36,20;;;0,0;0,0;lốc;PVN2417;5,0;;PVN2417;0,0;1;1;0,0
PVN8888;8934833470124;Cà phê sữa Ngon More in 1 bịch 480g (24góix20g);Trần quang;42.000,0;39.381,00;47,0;;;0,0;0,0;bịch;;1,0;;;0,0;1;1;0,0
PVN8888-1;PVN8889;Cà phê sữa Ngon More in 1 bịch 480g (24góix20g);Trần quang;850.000,0;827.001,00;2,238;;;0,0;0,0;thùng;PVN8888;21,0;;PVN8888;0,0;1;1;0,0
PVN1920;8934833470025;Cafe sữa hòa tan 3in1 Good Morning;Trần quang;39.000,0;37.858,00;108,0;;;0,0;0,0;gói;;1,0;;;0,0;1;1;0,0
PVN1920-1;PVN1920;Cafe sữa hòa tan 3in1 Good Morning;Trần quang;790.000,0;795.018,00;5,143;;;0,0;0,0;thùng;PVN1920;21,0;;PVN1920;0,0;1;1;0,0
sm-83-38486;8936024241667;Cà phê Phố sữa đá hộp 240g;Cafe Phố;48.000,0;45.000,00;3,0;;;0,0;0,0;hộp;;1,0;;;0,0;1;1;0,0
PVN8109;PVN8109;Cà phê phố đen đá gói 16g;Cafe Phố;4.000,0;3.500,00;25,0;;;0,0;0,0;gói;;1,0;;;0,0;1;1;0,0
PVN8109-1;8936024243968;Cà phê phố đen đá gói 16g;Cafe Phố;38.000,0;35.000,00;2,50;;;0,0;0,0;dây;PVN8109;10,0;;PVN8109;0,0;1;1;0,0
PVN8109-2;8936024241629;Cà phê phố đen đá gói 16g;Cafe Phố;175.000,0;175.000,00;0,50;;;0,0;0,0;bịch;PVN8109;50,0;;PVN8109;0,0;1;1;0,0
sm-83-38485;8936024243975;Cà phê Phố đen đá hộp 160g;Cafe Phố;42.000,0;32.000,00;35,0;;;0,0;0,0;hộp;;1,0;;;0,0;1;1;0,0
PVN659;;Cà phê Phố sữa đá gói 24g;Cafe Phố;5.000,0;4.365,00;687,0;;;0,0;0,0;gói;;1,0;;;0,0;1;1;0,0
PVN659-1;8936024241650;Cà phê Phố sữa đá gói 24g;Cafe Phố;46.000,0;43.650,00;68,70;;;0,0;0,0;dây;PVN659;10,0;;PVN659;0,0;1;1;0,0
PVN659-2;PVN7718;Cà phê Phố sữa đá gói 24g;Cafe Phố;2.660.000,0;2.619.000,00;1,145;;;0,0;0,0;thùng;PVN659;600,0;;PVN659;0,0;1;1;0,0
PVN2840;8936024244101;Cà phê Phố sữa đá bịch 720g (30gói/24g);Cafe Phố;140.000,0;133.000,00;11,0;;;0,0;0,0;bịch;;1,0;;;0,0;1;1;0,0
PVN8984;8936024241766;Cà phê phố sữa nóng hộp 160g (10 gói x 16g);Cafe Phố;42.000,0;38.000,00;10,0;;;0,0;0,0;hộp;;1,0;;;0,0;1;1;0,0
PVN2138;8934683007655;Cà phê Phil 2in1 hộp 240g (15góix16g);Chinsu;60.000,0;57.200,00;9,0;;;0,0;0,0;hộp;;1,0;;;0,0;1;1;0,0
PVN5982;8934683008614;Vinacafe bịch 480g (24 gói x 20g);Chinsu;72.000,0;70.700,00;29,0;;;0,0;0,0;bịch;;1,0;;;0,0;1;1;0,0
PVN5982-1;PVN5983;Vinacafe bịch 480g (24 gói x 20g);Chinsu;1.428.000,0;1.414.000,00;1,450;;;0,0;0,0;thùng;PVN5982;20,0;;PVN5982;0,0;1;1;0,0
PVN6336;8934683009444;VinaCafe Gold hộp 360g (18gx20gr);Chinsu;58.000,0;55.600,00;0,0;;;0,0;0,0;hộp;;1,0;;;0,0;1;1;0,0
PVN9150;8934683011225;Vinacafe Special đỏ hộp 306g (18gói x 17g);Chinsu;55.000,0;52.900,00;6,0;;;0,0;0,0;hộp;;1,0;;;0,0;1;1;0,0
PVN6122;8934683007044;Wakeup cafe cà phê Sài Gòn bịch 494g (26 gói x19);Chinsu;47.000,0;45.000,00;12,0;;;0,0;0,0;bịch;;1,0;;;0,0;1;1;0,0
PVN6122-1;PVN6122;Wakeup cafe cà phê Sài Gòn bịch 494g (26 gói x19);Chinsu;920.000,0;900.000,00;0,60;;;0,0;0,0;thùng;PVN6122;20,0;;PVN6122;0,0;1;1;0,0
PVN2856;8934683008867;NTL Wakeup 247 vị cà phê chai 330ml;Chinsu;9.000,0;7.280,00;144,0;;;0,0;0,0;chai;;1,0;;;0,0;1;1;0,0
PVN2856-1;PVN2857;NTL Wakeup 247 vị cà phê chai 330ml;Chinsu;48.000,0;43.680,00;24,0;;;0,0;0,0;lóc;PVN2856;6,0;;PVN2856;0,0;1;1;0,0
PVN2856-2;PVN2858;NTL Wakeup 247 vị cà phê chai 330ml;Chinsu;188.000,0;174.720,00;6,0;;;0,0;0,0;thùng;PVN2856;24,0;;PVN2856;0,0;1;1;0,0
PVN8372;8934683010679;Cafe Wakeup Mekong cam bịch 432g;Chinsu;38.000,0;34.000,00;10,0;;;0,0;0,0;bịch;;1,0;;;0,0;1;1;0,0
PVN8372-1;PVN9109;Cafe Wakeup Mekong cam bịch 432g;Chinsu;720.000,0;680.000,00;0,50;;;0,0;0,0;thùng;PVN8372;20,0;;PVN8372;0,0;1;1;0,0
PVN8373;8934683010662;Cafe Wakeup Mekong xanh bịch 432g;Chinsu;38.000,0;34.000,00;6,0;;;0,0;0,0;bịch;;1,0;;;0,0;1;1;0,0
PVN8373-1;PVN9405;Cafe Wakeup Mekong xanh bịch 432g;Chinsu;720.000,0;680.000,00;0,30;;;0,0;0,0;thùng;PVN8373;20,0;;PVN8373;0,0;1;1;0,0
PVN781;8936035100397;Bơ thực vật Tường An hộp 80g;Tường an;9.000,0;6.819,00;1,0;;;0,0;999.999.999,0;hộp;;1,0;;;0,0;1;1;0,0
PVN782;8936035100403;Bơ thực vật Tường An 200g;Tường an;18.000,0;14.091,00;0,0;;;0,0;999.999.999,0;hộp;;1,0;;;0,0;1;1;0,0
PVN6688;8936035100311;Dầu đậu nành Tường An chai 1L;Tường an;52.000,0;46.560,00;10,0;;;0,0;999.999.999,0;chai;;1,0;;;0,0;1;1;0,0
PVN6688-1;PVN6930;Dầu đậu nành Tường An chai 1L;Tường an;568.000,0;558.720,00;0,833;;;0,0;83.333.333,250;thùng;PVN6688;12,0;;PVN6688;0,0;1;1;0,0
PVN6689;8936035100328;Dầu đậu nành Tường An chai 2L;Tường an;102.000,0;109.769,00;13,0;;;0,0;999.999.999,0;chai;;1,0;;;0,0;1;1;0,0
PVN6689-1;PVN6931;Dầu đậu nành Tường An chai 2L;Tường an;563.000,0;658.614,00;2,167;;;0,0;166.666.666,50;thùng;PVN6689;6,0;;PVN6689;0,0;1;1;0,0
PVN8365;8936035100038;Dầu Tường An Cooking Oil chai 1L;Tường an;46.000,0;43.000,00;16,0;;;0,0;999.999.999,0;chai;;1,0;;;0,0;1;1;0,0
PVN8365-1;PVN8366;Dầu Tường An Cooking Oil chai 1L;Tường an;528.000,0;516.000,00;1,333;;;0,0;83.333.333,250;thùng;PVN8365;12,0;;PVN8365;0,0;1;1;0,0
PVN4841;8936035100588;Dầu tường an Olita chai 1L;Tường an;40.000,0;38.600,00;34,0;;;0,0;999.999.999,0;chai;;1,0;;;0,0;1;1;0,0
PVN4841-1;PVN5448;Dầu tường an Olita chai 1L;Tường an;480.000,0;463.200,00;2,833;;;0,0;83.333.333,250;thùng;PVN4841;12,0;;PVN4841;0,0;1;1;0,0
PVN4842;8936035100595;Dầu tường an Olita chai 2L;Tường an;79.000,0;77.300,00;14,0;;;0,0;999.999.999,0;chai;;1,0;;;0,0;1;1;0,0
PVN4842-1;PVN7010;Dầu tường an Olita chai 2L;Tường an;474.000,0;463.800,00;2,333;;;0,0;166.666.666,50;thùng;PVN4842;6,0;;PVN4842;0,0;1;1;0,0
PVN4993;8936035100571;Dầu tường an Olita chai 400ml;Tường an;20.000,0;17.500,00;94,0;;;0,0;999.999.999,0;chai;;1,0;;;0,0;1;1;0,0
PVN4993-1;PVN7985;Dầu tường an Olita chai 400ml;Tường an;480.000,0;420.000,00;3,917;;;0,0;41.666.666,625;thùng;PVN4993;24,0;;PVN4993;0,0;1;1;0,0
PVN5707;8936035100601;Dầu tường an Olita chai 5L;Tường an;180.000,0;176.750,00;7,0;;;0,0;999.999.999,0;chai;;1,0;;;0,0;1;1;0,0
PVN5707-1;PVN5708;Dầu tường an Olita chai 5L;Tường an;746.000,0;707.000,00;1,750;;;0,0;249.999.999,750;thùng;PVN5707;4,0;;PVN5707;0,0;1;1;0,0
PVN8629;8934988040043;Dầu Orchid can 5L;Cái Lân;172.000,0;168.000,00;0,0;;;0,0;999.999.999,0;can;;1,0;;;0,0;1;1;0,0
PVN8629-1;PVN8630;Dầu Orchid can 5L;Cái Lân;680.000,0;672.000,00;0,0;;;0,0;249.999.999,750;thùng;PVN8629;4,0;;PVN8629;0,0;1;1;0,0
PVN1064;8934988062021;Dầu đậu nành Meizan chai 1L;Cái Lân;47.000,0;44.800,00;48,0;;;0,0;999.999.999,0;chai;;1,0;;;0,0;1;1;0,0
PVN1064-1;PVN7462;Dầu đậu nành Meizan chai 1L;Cái Lân;544.000,0;537.600,00;4,0;;;0,0;83.333.333,250;thùng;PVN1064;12,0;;PVN1064;0,0;1;1;0,0
PVN1065;8934988063028;Dầu Meizan Gold chai 1L;Cái Lân;44.000,0;42.000,00;31,0;;;0,0;999.999.999,0;chai;;1,0;;;0,0;1;1;0,0
PVN1065-1;PVN6608;Dầu Meizan Gold chai 1L;Cái Lân;514.000,0;504.000,00;2,583;;;0,0;83.333.333,250;thùng;PVN1065;12,0;;PVN1065;0,0;1;1;0,0
PVN5931;PVN5931;Nui cao cấp Meizan ống dài bịch 200g - thùng;;308.000,0;298.000,00;0,0;;;0,0;999.999.999,0;thùng;;1,0;;;0,0;1;1;0,0
PVN1315;8938509627157;Nui cao cấp Meizan ống dài bịch 200g;Cái Lân;12.000,0;9.466,00;0,0;;;0,0;999.999.999,0;bịch;;1,0;;;0,0;1;1;0,0
PVN1431;8934988070101;Bơ thực vật Meizan hộp 80g;Cái Lân;8.000,0;5.917,00;10,0;;;0,0;999.999.999,0;hộp;;1,0;;;0,0;1;1;0,0
PVN6882;8934988062038;Dầu đậu nành Meizan chai 2L;Cái Lân;92.000,0;90.034,00;16,0;;;0,0;999.999.999,0;can;;1,0;;;0,0;1;1;0,0
PVN6882-1;PVN6882;Dầu đậu nành Meizan chai 2L;Cái Lân;532.000,0;540.204,00;2,667;;;0,0;166.666.666,50;thùng;PVN6882;6,0;;PVN6882;0,0;1;1;0,0
PVN2324;8934988063035;Dầu Meizan Gold chai 2L;Cái Lân;85.000,0;81.000,00;13,0;;;0,0;999.999.999,0;can;;1,0;;;0,0;1;1;0,0
PVN2324-1;PVN6609;Dầu Meizan Gold chai 2L;Cái Lân;508.000,0;486.000,00;2,167;;;0,0;166.666.666,50;thùng;PVN2324;6,0;;PVN2324;0,0;1;1;0,0
PVN5403;8936055280642;Bột mì đa dụng Meizan bịch 500g;Cái Lân;10.000,0;8.623,00;126,0;;;0,0;999.999.999,0;bịch;;1,0;;;0,0;1;1;0,0
PVN5403-1;PVN5408;Bột mì đa dụng Meizan bịch 500g;Cái Lân;178.000,0;172.460,00;6,30;;;0,0;49.999.999,950;thùng;PVN5403;20,0;;PVN5403;0,0;1;1;0,0
PVN5586;8938509627232;Mì trứng Meizan gói 250g;Cái Lân;16.000,0;12.974,00;5,0;;;0,0;999.999.999,0;túi;;1,0;;;0,0;1;1;0,0
PVN5586-1;PVN5930;Mì trứng Meizan gói 250g;Cái Lân;342.000,0;311.376,00;0,208;;;0,0;41.666.666,625;thùng;PVN5586;24,0;;PVN5586;0,0;1;1;0,0
PVN6641;8938509627140;Nui cao cấp Meizan chữ C bịch 200g;Cái Lân;12.000,0;9.540,00;0,0;;;0,0;999.999.999,0;bịch;;1,0;;;0,0;1;1;0,0
PVN6658;8934988070118;Bơ thực vật Meizan hộp 200g;Cái Lân;15.000,0;12.584,00;16,0;;;0,0;999.999.999,0;hộp;;1,0;;;0,0;1;1;0,0
PVN7874;8938509627195;Mì trứng Meizan sợi nhỏ gói 500g;;27.000,0;24.700,00;0,0;;;0,0;999.999.999,0;gói;;1,0;;;0,0;1;1;0,0
PVN7962;8938509627256;Nui gạo Meizan chữ C bịch 200g;Cái Lân;12.000,0;9.750,00;0,0;;;0,0;999.999.999,0;bịch;;1,0;;;0,0;1;1;0,0
PVN8080;8938509627744;Nui rau củ Meizan bịch 200g;Cái Lân;13.000,0;9.750,00;0,0;;;0,0;999.999.999,0;bịch;;1,0;;;0,0;1;1;0,0
8938509627553;8938509627553;Nui cao cấp Meizan hình sao bịch 200g;Cái Lân;12.000,0;9.466,00;6,0;;;0,0;999.999.999,0;bịch;;1,0;;;0,0;1;1;0,0
PVN6991;8934988020021;Dầu đậu nành Simply chai 1L;Cái Lân;54.000,0;52.500,00;132,0;;;0,0;999.999.999,0;chai;;1,0;;;0,0;1;1;0,0
PVN6991-1;PVN6991;Dầu đậu nành Simply chai 1L;Cái Lân;640.000,0;630.000,00;11,0;;;0,0;83.333.333,250;thùng;PVN6991;12,0;;PVN6991;0,0;1;1;0,0
PVN1178;8934988020038;Dầu đậu nành Simply chai 2L;Cái Lân;106.000,0;104.800,00;27,0;;;0,0;999.999.999,0;chai;;1,0;;;0,0;1;1;0,0
PVN1178-1;PVN6220;Dầu đậu nành Simply chai 2L;Cái Lân;634.000,0;628.800,00;4,50;;;0,0;166.666.666,50;thùng;PVN1178;6,0;;PVN1178;0,0;1;1;0,0
PVN1429;8934988021028;Dầu gạo lứt Simply chai 1L;Cái Lân;60.000,0;58.075,00;26,0;;;0,0;999.999.999,0;chai;;1,0;;;0,0;1;1;0,0
PVN1429-1;PVN7634;Dầu gạo lứt Simply chai 1L;Cái Lân;708.000,0;696.900,00;2,167;;;0,0;83.333.333,250;thùng;PVN1429;12,0;;PVN1429;0,0;1;1;0,0
PVN35;8936221048076;Nước mắm Nam Ngư đỏ chai 500ml;Chinsu;33.000,0;32.500,00;0,0;;;0,0;999.999.999,0;chai;;1,0;;;0,0;1;1;0,0
PVN35-1;PVN6409;Nước mắm Nam Ngư đỏ chai 500ml;Chinsu;742.000,0;780.000,00;0,0;;;0,0;41.666.666,625;thùng;PVN35;24,0;;PVN35;0,0;1;1;0,0
PVN1957;8936221048083;Nước mắm Nam Ngư đỏ chai 750ml;Chinsu;45.000,0;43.200,00;50,0;;;0,0;999.999.999,0;chai;;1,0;;;0,0;1;1;0,0
PVN1957-1;PVN1957;Nước mắm Nam Ngư đỏ chai 750ml;Chinsu;794.000,0;777.600,00;2,778;;;0,0;55.555.555,50;thùng;PVN1957;18,0;;PVN1957;0,0;1;1;0,0
PVN1769;8936017369231;Nước mắm Nam Ngư nhãn vàng chai 650ml;Chinsu;45.000,0;43.000,00;13,0;;;0,0;999.999.999,0;chai;;1,0;;;0,0;1;1;0,0
PVN1769-1;PVN6284;Nước mắm Nam Ngư nhãn vàng chai 650ml;Chinsu;524.000,0;516.000,00;1,083;;;0,0;83.333.333,250;thùng;PVN1769;12,0;;PVN1769;0,0;1;1;0,0
PVN2785;8936017366605;Nước mắm nam ngư siêu tiết kiệm chai 800ml;Chinsu;13.000,0;11.800,00;49,0;;;0,0;999.999.999,0;chai;;1,0;;;0,0;1;1;0,0
PVN2785-1;PVN5774;Nước mắm nam ngư siêu tiết kiệm chai 800ml;Chinsu;218.000,0;212.400,00;2,722;;;0,0;55.555.555,50;thùng;PVN2785;18,0;;PVN2785;0,0;1;1;0,0
PVN6843;8936221044382;Nước mắm Nam Ngư ớt tỏi Lý Sơn chai 300ml;Chinsu;32.000,0;27.500,00;11,0;;;0,0;999.999.999,0;chai;;1,0;;;0,0;1;1;0,0
PVN6843-1;PVN6844;Nước mắm Nam Ngư ớt tỏi Lý Sơn chai 300ml;Chinsu;342.000,0;330.000,00;0,917;;;0,0;83.333.333,250;thùng;PVN6843;12,0;;PVN6843;0,0;1;1;0,0
PVN9506;8936236470978;Nước mắm Nam Ngư đỏ thủy tinh chai 500ml;Chinsu;33.000,0;31.000,00;13,0;;;0,0;999.999.999,0;chai;;1,0;;;0,0;1;1;0,0
PVN215;8936017361914;Nước chấm Nam Ngư Đệ Nhị chai 900ml;Chinsu;22.000,0;20.985,00;298,0;;;0,0;999.999.999,0;chai;;1,0;;;0,0;1;1;0,0
PVN215-1;PVN1955;Nước chấm Nam Ngư Đệ Nhị chai 900ml;Chinsu;322.000,0;314.775,00;19,867;;;0,0;66.666.666,60;thùng;PVN215;15,0;;PVN215;0,0;1;1;0,0
PVN4782;8936017367169;Nước tương Tam Thái Tử nhị ca chai 500ml;Chinsu;8.000,0;5.952,00;0,0;;;0,0;999.999.999,0;chai;;1,0;;;0,0;1;1;0,0
PVN4782-1;PVN4782;Nước tương Tam Thái Tử nhị ca chai 500ml;Chinsu;42.000,0;35.712,00;0,0;;;0,0;166.666.666,50;lóc;PVN4782;6,0;;PVN4782;0,0;1;1;0,0
PVN4782-2;PVN6550;Nước tương Tam Thái Tử nhị ca chai 500ml;Chinsu;155.000,0;142.848,00;0,0;;;0,0;41.666.666,625;thùng;PVN4782;24,0;;PVN4782;0,0;1;1;0,0
PVN6552;8936017367091;Nước tương Tam Thái Tử nhất ca chai 500ml;Chinsu;20.000,0;18.500,00;81,0;;;0,0;999.999.999,0;chai;;1,0;;;0,0;1;1;0,0
PVN6552-2;PVN6231;Nước tương Tam Thái Tử nhất ca chai 500ml;Chinsu;454.000,0;444.000,00;3,375;;;0,0;41.666.666,625;thùng;PVN6552;24,0;;PVN6552;0,0;1;1;0,0
PVN6551-1;PVN6551;Nước tương Tam Thái Tử nhất ca chai 500ml;Chinsu;118.000,0;111.000,00;13,50;;;0,0;166.666.666,50;lóc;PVN6552;6,0;;PVN6552;0,0;1;1;0,0
PVN2784;8936017367107;Nước tương tam thái tử nhất ca chai 650ml;Chinsu;23.000,0;20.800,00;16,0;;;0,0;999.999.999,0;chai;;1,0;;;0,0;1;1;0,0
PVN2784-2;PVN6232;Nước tương tam thái tử nhất ca chai 650ml;Chinsu;255.000,0;249.600,00;1,333;;;0,0;83.333.333,250;thùng;PVN2784;12,0;;PVN2784;0,0;1;1;0,0
PVN6552-1;PVN6552;Nước tương tam thái tử nhất ca chai 650ml;Chinsu;130.000,0;124.800,00;2,667;;;0,0;166.666.666,50;lóc 6c;PVN2784;6,0;;PVN2784;0,0;1;1;0,0
PVN470;8936017363505;Tương ớt Chinsu chai 250g;Chinsu;17.000,0;15.000,00;72,0;;;0,0;999.999.999,0;chai;;1,0;;;0,0;1;1;0,0
