ma_hang;ma_vach;ten_hang;thuong_hieu;gia_ban;gia_von;ton_kho;ton_nho_nhat;ton_lon_nhat;dvt;ma_dvt_co_ban;quy_doi;ma_hh_lien_quan;trong_luong;gia_si
SP000764;8935058913953;Xúc xích heo CP 100g;CP;10000;9125;15;;;gói;CP1;5;CP1;;0
V2;;Xúc xích heo dinh dưỡng Vissan 35g;Vissan;5000;3680;85;;;cây;;1;;;0
V2L;8934572183392;Xúc xích heo dinh dưỡng Vissan 35g;Vissan;20000;18400;17;;;gói;V2;5;V2;;0
SP000767;PVN6195;Xúc xích heo dinh dưỡng Vissan 35g;Vissan;365000;368000;1;;;thùng;V2;100;V2;;0
V3;8934572174185;Xúc xích heo Vissan 70g;Vissan;8000;7000;0;;;cây;;1;;;0
V3L;8934572174352;Xúc xích heo Vissan 70g;Vissan;30000;28000;0;;;gói;V3;4;V3;;0
V3T;PVN1206;Xúc xích heo Vissan 70g;Vissan;710000;700000;0;;;thùng;V3;100;V3;;0
V1;8934572174413;Xúc xích heo Vissan gói 90g;Vissan;10000;9000;8;;;gói;;1;;;0
V1T;PVN6644;Xúc xích heo Vissan gói 90g;Vissan;366000;90000;1;;;thùng;V1;10;V1;;0
SP000773;8934572020017;Bò 2 lát Vissan hộp 150g;Vissan;33000;29000;2;;;hộp;;1;;;0
SP000774;8934572070012;Pate gan heo vissan hộp 170g;Vissan;28000;22000;4;;;hộp;;1;;;0
SP000775;8934572006004;Heo 2 lát Vissan hộp 150g;Vissan;29000;25000;0;;;hộp;;1;;;0
SP000776;8934572022004;Bò hầm vissan hộp 150g;Vissan;40000;36000;2;;;hộp;;1;;;0
SP000777;8934572003003;Thịt heo hầm Vissan hộp 150g;Vissan;32000;27500;0;;;hộp;;1;;;0
SP000778;PVN7628;Sữa uống lên men Yakult chai 65ml;;6000;4660;0;;;chai;;1;;;0
SP000779;8938501434012;Sữa uống lên men Yakult chai 65ml;;25000;23300;0;;;lóc;SP000778;5;SP000778;;0
SP000780;8936134361040;Nước tương Nam Dương đậm đặc 500ml;Cái Lân;17000;14500;12;;;chai;;1;;;0
SP000781;PVN7864;Nước tương Nam Dương đậm đặc 500ml;Cái Lân;358000;348000;1;;;thùng;SP000780;24;SP000780;;0
SP000782;8936134362184;Tương ớt Nam Dương chai 800g;Cái Lân;16000;12000;0;;;chai;;1;;;0
SP000783;PVN6938;Tương ớt Nam Dương chai 800g;Cái Lân;155000;144000;0;;;thùng;SP000782;12;SP000782;;0
SP000784;8936134361477;Nước tương Hàng Việt thanh vị chai 500ml;Cái Lân;6000;5028;11;;;chai;;1;;;0
SP000785;PVN8414;Nước tương Hàng Việt thanh vị chai 500ml;Cái Lân;124000;120672;0;;;thùng;SP000784;24;SP000784;;0
SP000786;8934637514741;Nước mắm hương việt chai 500ml;Cholimex;30000;25883;12;;;chai;;1;;;0
SP000787;PVN5462;Nước mắm hương việt chai 500ml;Cholimex;680000;621192;1;;;thùng;SP000786;24;SP000786;;0
SP000788;8934637515311;Nước mắm Hương Việt chai 750ml;Cholimex;42000;37440;6;;;chai;;1;;;0
SP000789;PVN5461;Nước mắm Hương Việt chai 750ml;Cholimex;472000;449280;1;;;thùng;SP000788;12;SP000788;;0
SP000790;8934637514307;Nước tương đậu nành Hương Việt chai 500g;Cholimex;7000;5873;23;;;chai;;1;;;0
SP000791;PVN1909;Nước tương đậu nành Hương Việt chai 500g;Cholimex;39000;35238;4;;;lóc;SP000790;6;SP000790;;0
SP000792;PVN5459;Nước tương đậu nành Hương Việt chai 500g;Cholimex;149000;140952;1;;;thùng;SP000790;24;SP000790;;0
SP000793;8934637514437;Nước tương đậu nành Hương Việt hảo vị chai 500ml;Cholimex;20000;17000;12;;;chai;;1;;;0
SP000794;PVN5460;Nước tương đậu nành Hương Việt hảo vị chai 500ml;Cholimex;428000;408000;1;;;thùng;SP000793;24;SP000793;;0
KD18;;Sữa Kun vị dâu hộp 180ml;Kun;8000;5818;135;;;hộp;;1;;;0
KD18L;8936025771279;Sữa Kun vị dâu hộp 180ml;Kun;27000;23272;34;;;lóc;KD18;4;KD18;;0
KD18T;PVN914;Sữa Kun vị dâu hộp 180ml;Kun;308000;279264;3;;;thùng;KD18;48;KD18;;0
KS18;;Sữa Kun vị Socola hộp 180ml;Kun;8000;6459;156;;;hộp;;1;;;0
KS18L;8936025771200;Sữa Kun vị Socola hộp 180ml;Kun;28000;25836;39;;;lóc;KS18;4;KS18;;0
KS18T;KS18T;Sữa Kun vị Socola hộp 180ml;Kun;312000;310032;3;;;thùng;KS18;48;KS18;;0
KN18;;Sữa Kun vị nho hộp 180ml;Kun;8000;5768;73;;;hộp;;1;;;0
KN18L;8936025773181;Sữa Kun vị nho hộp 180ml;Kun;26000;23072;18;;;lóc;KN18;4;KN18;;0
KN18T;PVN913;Sữa Kun vị nho hộp 180ml;Kun;284000;276864;2;;;thùng;KN18;48;KN18;;0
KD1;;Sữa Kun vị dâu hộp 110ml;Kun;5000;3694;240;;;hộp;;1;;;0
KD1L;8936025771262;Sữa Kun vị dâu hộp 110ml;Kun;18000;14776;60;;;lóc;KD1;4;KD1;;0
KD1T;PVN960;Sữa Kun vị dâu hộp 110ml;Kun;188000;177312;5;;;thùng;KD1;48;KD1;;0
ST1;8936025772139;Sữa kun socola túi 110ml;Kun;5000;4125;70;;;túi;;1;;;0
ST1L;ST1L;Sữa kun socola túi 110ml;Kun;46000;41250;7;;;lóc;ST1;10;ST1;;0
ST1T;ST1T;Sữa kun socola túi 110ml;Kun;108000;99000;3;;;thùng;ST1;24;ST1;;0
CT1;8936025772122;Sữa kun vị cam túi 110ml;Kun;5000;4125;170;;;túi;;1;;;0
CT1L;CT1L;Sữa kun vị cam túi 110ml;Kun;46000;41250;17;;;chục;CT1;10;CT1;;0
CT1T;CT1T;Sữa kun vị cam túi 110ml;Kun;108000;99000;7;;;thùng;CT1;24;CT1;;0
KN1;;Sữa kun vị nho hộp 110ml;Kun;5000;3700;39;;;hộp;;1;;;0
KN1L;8936025773068;Sữa kun vị nho hộp 110ml;Kun;18000;14800;10;;;lóc;KN1;4;KN1;;0
KN1T;KN1T;Sữa kun vị nho hộp 110ml;Kun;184000;177600;1;;;thùng;KN1;48;KN1;;0
DT1;8936025772115;Sữa kun hương dâu túi 110ml;Kun;5000;4180;161;;;bịch;;1;;;0
DT1L;DT1L;Sữa kun hương dâu túi 110ml;Kun;46000;41800;16;;;chục;DT1;10;DT1;;0
DT1T;DT1T;Sữa kun hương dâu túi 110ml;Kun;108000;100320;7;;;thùng;DT1;24;DT1;;0
KS1;;Sữa Kun vị Socola hộp 110ml;Kun;6000;4332;175;;;hộp;;1;;;0
KS1L;8936025771118;Sữa Kun vị Socola hộp 110ml;Kun;19000;17328;44;;;lóc;KS1;4;KS1;;0
KS1T;KS1T;Sữa Kun vị Socola hộp 110ml;Kun;200000;207936;4;;;thùng;KS1;48;KS1;;0
NT1;8936025773013;Sữa kun vị nho túi 110ml;Kun;5000;4167;153;;;túi;;1;;;0
NT1T;NT1T;Sữa kun vị nho túi 110ml;Kun;108000;100008;6;;;thùng;NT1;24;NT1;;0
NT1L;NT1L;Sữa kun vị nho túi 110ml;Kun;46000;41670;15;;;chục;NT1;10;NT1;;0
KB18;;Sữa Kun bắp non hộp 180ml;Kun;9000;5880;8;;;hộp;;1;;;0
KB18L;8936025772771;Sữa Kun bắp non hộp 180ml;Kun;29000;23520;2;;;lóc;KB18;4;KB18;;0
KB18T;PVN1636;Sữa Kun bắp non hộp 180ml;Kun;164000;141120;0;;;thùng;KB18;24;KB18;;0
KC18;PVN2334;Sữa Kun vị cam hộp 180ml;Kun;8000;6156;50;;;hộp;;1;;;0
KC18L;8936025771217;Sữa Kun vị cam hộp 180ml;Kun;27000;24624;13;;;lóc;KC18;4;KC18;;0
KC18T;PVN2336;Sữa Kun vị cam hộp 180ml;Kun;308000;295488;1;;;thùng;KC18;48;KC18;;0
OT1;8936025773655;Kun vị ổi túi 110ml;Kun;5000;4125;157;;;túi;;1;;;0
OT1L;PVN2481;Kun vị ổi túi 110ml;Kun;46000;41250;16;;;lóc;ot1;10;ot1;;0
OT1T;PVN2482;Kun vị ổi túi 110ml;Kun;108000;99000;7;;;thùng;ot1;24;ot1;;0
KC1;KC1;Sữa Kun vị cam hộp 110ml;Kun;5000;3876;52;;;hộp;;1;;;0
KC1L;8936025771132;Sữa Kun vị cam hộp 110ml;Kun;18000;15504;13;;;lóc;KC1;4;KC1;;0
KC1T;PVN2703;Sữa Kun vị cam hộp 110ml;Kun;189000;186048;1;;;thùng;KC1;48;KC1;;0
KCD1;PVN5395;Sữa Kun có đường hộp 110ml;Kun;6000;4625;18;;;hộp;;1;;;0
KCD1L;8936025774324;Sữa Kun có đường hộp 110ml;Kun;20000;18500;5;;;lóc;KCD1;4;KCD1;;0
KCD1T;PVN5397;Sữa Kun có đường hộp 110ml;Kun;228000;222000;0;;;thùng;KCD1;48;KCD1;;0
KND1;PVN6296;Sữa Kun vị trái cây nhiệt đới hộp 110ml;Kun;5000;3657;9;;;hộp;;1;;;0
KND1L;8936025771743;Sữa Kun vị trái cây nhiệt đới hộp 110ml;Kun;17000;14628;2;;;lóc;KND1;4;KND1;;0
KND1T;PVN6298;Sữa Kun vị trái cây nhiệt đới hộp 110ml;Kun;184000;175536;0;;;thùng;KND1;48;KND1;;0
KND18;PVN6299;Sữa Kun vị trái cây nhiệt đới hộp 180ml;Kun;8000;6000;108;;;hộp;;1;;;0
KND18L;8936025772993;Sữa Kun vị trái cây nhiệt đới hộp 180ml;Kun;26000;24000;27;;;lóc;KND18;4;KND18;;0
KND18T;PVN6301;Sữa Kun vị trái cây nhiệt đới hộp 180ml;Kun;294000;288000;2;;;thùng;KND18;48;KND18;;0
KDK18;PVN7147;Sữa Kun 100% sữa tươi cao lớn đề kháng 180ml;Kun;9000;7084;92;;;hộp;;1;;;0
KDK18L;8936025774331;Sữa Kun 100% sữa tươi cao lớn đề kháng 180ml;Kun;30000;28336;23;;;lóc;KDK18;4;KDK18;;0
KDK18T;PVN7149;Sữa Kun 100% sữa tươi cao lớn đề kháng 180ml;Kun;346000;340032;2;;;thùng;KDK18;48;KDK18;;0
KCT18;PVN7890;Sữa Kun vị cam có thạch hộp 170ml;Kun;9000;7124;20;;;hộp;;1;;;0
KCT18L;8936025774836;Sữa Kun vị cam có thạch hộp 170ml;Kun;30000;28496;5;;;lóc;KCT18;4;KCT18;;0
KCT18T;PVN7892;Sữa Kun vị cam có thạch hộp 170ml;Kun;338000;341952;0;;;thùng;KCT18;48;KCT18;;0
KST18;PVN7894;Sữa Kun hương Sôcôla lúa mạch có thạch hộp 170ml;Kun;9000;7021;147;;;hộp;;1;;;0
KST18L;8936025774812;Sữa Kun hương Sôcôla lúa mạch có thạch hộp 170ml;Kun;30000;28084;37;;;lóc;KST18;4;KST18;;0
KST18T;PVN7896;Sữa Kun hương Sôcôla lúa mạch có thạch hộp 170ml;Kun;338000;337008;3;;;thùng;KST18;48;KST18;;0
KDT17;KDT17;Sữa Kun hương dâu có thạch hộp 170ml;Kun;9000;6800;60;;;hộp;;1;;;0
KDT17L;8936025774843;Sữa Kun hương dâu có thạch hộp 170ml;Kun;30000;27200;15;;;lóc;KDT17;4;KDT17;;0
KDT17T;PVN8240;Sữa Kun hương dâu có thạch hộp 170ml;Kun;338000;326400;1;;;thùng;KDT17;48;KDT17;;0
SP000858;8936025775468;Kun Xúc xích mì dinh dưỡng Lúk Lắk vị phô mai hoàng kim;Kun;16000;13125;14;;;Trứng;;1;;;0
SP000859;8936025775482;Kun xúc xích mì trứng lúk lắk vị sốt cà chua;Kun;16000;12917;17;;;trứng;;1;;;0
SP000860;8934588792113;Trà Ô long đào nhiệt đới lon 320ml;pepsi;8000;148459;2;;;Lon;;1;;;0
SP000861;;Trà Ô long đào nhiệt đới lon 320ml - lóc;pepsi;46000;890754;0;;;Lóc;SP000860;6;SP000860;;36000
SP000862;;Trà Ô long đào nhiệt đới lon 320ml;pepsi;168000;3563016;0;;;Thùng;SP000860;24;SP000860;;138000
SP000863;8934588193552;Nước cam ép Twister chai 450ml;pepsi;9500;7424;45;;;chai;;1;;;0
SP000864;;Nước cam ép Twister chai 450ml;pepsi;54000;44546;8;;;Lóc;SP000863;6;SP000863;;52000
SP000865;;Nước cam ép Twister chai 450ml;pepsi;204000;178182;2;;;thùng;SP000863;24;SP000863;;200000
SP000866;;Nước ép cam Twister chai 1L;pepsi;18000;14091;23;;;Chai;;1;;;17000
SP000867;;Nước ép cam Twister chai 1L;pepsi;194000;169091;2;;;thùng;SP000866;12;SP000866;;190000
SP000868;8935112200005;Nước tăng lực RedBull lon 250ml (VN);Warrior;10000;8868;108;;;lon;;1;;;0
SP000869;PVN649;Nước tăng lực RedBull lon 250ml (VN);Warrior;58000;53208;18;;;lóc;SP000868;6;SP000868;;0
SP000870;18935112200002;Nước tăng lực RedBull lon 250ml (VN);Warrior;220000;212832;5;;;thùng;SP000868;24;SP000868;;0
SP000871;8850228007617;Redbull bổ sung vitamin và kẽm lon 250ml;Warrior;11000;9340;87;;;lon;;1;;;0
SP000872;PVN7129;Redbull bổ sung vitamin và kẽm lon 250ml;Warrior;64000;56040;15;;;lóc;SP000871;6;SP000871;;0
SP000873;PVN7130;Redbull bổ sung vitamin và kẽm lon 250ml;Warrior;232000;224160;4;;;thùng;SP000871;24;SP000871;;0
SP000874;8850228003046;Redbull đen Zinc + Vitamin B12 chai 145ml;Warrior;10000;7940;24;;;chai;;1;;;0
SP000875;PVN9316;Redbull đen Zinc + Vitamin B12 chai 145ml;Warrior;88000;47640;4;;;lóc;SP000874;6;SP000874;;0
SP000876;PVN9317;Redbull đen Zinc + Vitamin B12 chai 145ml;Warrior;415000;190560;1;;;thùng;SP000874;24;SP000874;;0
SP000877;8850228003022;Redbull đỏ Vitamin A+B12+C chai 145ml;Warrior;10000;7940;22;;;chai;;1;;;0
SP000878;PVN9319;Redbull đỏ Vitamin A+B12+C chai 145ml;Warrior;88000;47640;4;;;lóc;SP000877;6;SP000877;;0
SP000879;PVN9320;Redbull đỏ Vitamin A+B12+C chai 145ml;Warrior;415000;190560;1;;;thùng;SP000877;24;SP000877;;0
SP000880;8850228000106;Redbull xanh dương Vitamin B12 chai 150ml;Warrior;10000;7940;49;;;chai;;1;;;0
SP000881;PVN9322;Redbull xanh dương Vitamin B12 chai 150ml;Warrior;88000;47640;8;;;lóc;SP000880;6;SP000880;;0
SP000882;PVN9323;Redbull xanh dương Vitamin B12 chai 150ml;Warrior;415000;190560;2;;;thùng;SP000880;24;SP000880;;0
SP000883;8936193070051;Dr Thanh chai 330ml;Number one;10000;7959;90;;;chai;;1;;;0
SP000884;PVN735;Dr Thanh chai 330ml;Number one;52000;47754;15;;;lóc;SP000883;6;SP000883;;0
SP000885;PVN736;Dr Thanh chai 330ml;Number one;204000;191016;4;;;thùng;SP000883;24;SP000883;;0
SP000886;8936193070044;Dr thanh chai 455ml;Number one;11000;9375;65;;;chai;;1;;;0
SP000887;PVN1949;Dr thanh chai 455ml;Number one;230000;225000;3;;;thùng;SP000886;24;SP000886;;0
SP000888;PVN2188;Dr thanh chai 455ml;Number one;60000;56250;11;;;lóc;SP000886;6;SP000886;;0
KD4;8936193070013;Trà xanh không độ chai 455ml;Number one;9000;7500;12;;;chai;;1;;;0
KD4L;KD4L;Trà xanh không độ chai 455ml;Number one;48000;45000;2;;;lóc;KD4;6;KD4;;0
KD4T;KD4T;Trà xanh không độ chai 455ml;Number one;186000;180000;1;;;thùng;KD4;24;KD4;;0
SP000892;8936193070075;NTL Number 1 chai 330ml;Number one;9000;7959;189;;;chai;;1;;;0
SP000893;PVN918;NTL Number 1 chai 330ml;Number one;52000;47754;32;;;lóc;SP000892;6;SP000892;;0
SP000894;PVN2228;NTL Number 1 chai 330ml;Number one;196000;191016;8;;;thùng;SP000892;24;SP000892;;0
SP000895;8936006170244;Nước tinh khiết Number 1 500ml;Number one;5000;1250;0;;;chai;;1;;;0
SP000896;PVN2227;Nước tinh khiết Number 1 500ml;Number one;40000;30000;0;;;thùng;SP000895;24;SP000895;;0
SP000897;PVN5038;Nước tinh khiết Number 1 500ml;Number one;20000;15000;0;;;lóc 12;SP000895;12;SP000895;;0
SP000898;8936193070105;NTL Number one hương dâu chai 365ml;Number one;9000;7834;46;;;chai;;1;;;0
SP000899;PVN2204;NTL Number one hương dâu chai 365ml;Number one;52000;47004;8;;;lóc;SP000898;6;SP000898;;0
SP000900;PVN2205;NTL Number one hương dâu chai 365ml;Number one;196000;188016;2;;;thùng;SP000898;24;SP000898;;0
SP000901;8936193070082;NTL Number 1 hương Chanh chai 330ml;Number one;9000;7834;233;;;chai;;1;;;0
SP000902;PVN2551;NTL Number 1 hương Chanh chai 330ml;Number one;52000;47004;39;;;lóc;SP000901;6;SP000901;;0
SP000903;PVN2552;NTL Number 1 hương Chanh chai 330ml;Number one;196000;188016;10;;;thùng;SP000901;24;SP000901;;0
SP000904;8936193070310;Sữa đậu nành Number 1 Soya canxi 268ml;Number one;8000;6125;38;;;chai;;1;;;0
SP000905;PVN5117;Sữa đậu nành Number 1 Soya canxi 268ml;Number one;42000;36750;6;;;lóc;SP000904;6;SP000904;;0
SP000906;PVN5118;Sữa đậu nành Number 1 Soya canxi 268ml;Number one;155000;147000;2;;;thùng;SP000904;24;SP000904;;0
SP000907;8934868162353;Tẩy Vim xanh chai 880ml;Vim;34000;29070;18;;;chai;;1;;;0
SP000908;8934868141532;Tẩy Vim xanh chai 500ml;Vim;24000;18851;22;;;chai;;1;;;0
SP000909;8934868134305;Vim vệ sinh Zero xanh chai 750ml;Vim;35000;28122;0;;;chai;;1;;;0
SP000910;8934868161455;Vim trắng hương chanh sả dịu mát chai 870ml;Vim;36000;29493;1;;;chai;;1;;;0
SP000911;8934868161448;Vim trắng sáng hương hoa oải hương chai 870ml;Vim;36000;29493;0;;;hộp;;1;;;0
SP000912;8934868187271;VIM viên treo bồn cầu hương trà xanh & chanh hộp 50g;Vim;28000;21300;2;;;hộp;;1;;;0
SP000913;8934868187295;VIM viên treo bồn cầu hương chanh hộp 90g;;28000;21300;3;;;hộp;;1;;;0
SP000914;8934868187318;VIM viên treo bồn cầu hương lavender 50g;Vim;28000;21300;1;;;hộp;;1;;;0
SP000915;6902088979091;Vim thả bồn cầu hương bạc hà vỉ (4 viên);Vim;48000;42033;3;;;vĩ;;1;;;0
SP000916;8934868196587;Vim bọt tuyết đa năng chai 500ml;Vim;39000;34663;3;;;chai;;1;;;0
SP000917;8934839126018;KDR Closeup tinh thể băng tuyết thơm mát 3 cực hộp 180g;Closeup;38000;34615;0;;;hộp;;1;;;0
SP000918;8934839125967;KDR Closeup Bạc hà thơm mát hộp 180g;Closeup;38000;34615;0;;;hộp;;1;;;0
SP000919;8934839126001;KDR Closeup tinh thể băng tuyết thơm mát bất tận 230g;Closeup;42000;39186;22;;;cây;;1;;;0
SP000920;8934839125950;KDR Closeup bạc hà thơm mát hộp 230g;Closeup;42000;39186;19;;;hộp;;1;;;0
SP000921;8934839128050;KDR P/S bảo vệ 123 than hoạt tính hộp 180g;PS;36000;31755;20;;;hộp;;1;;;0
SP000922;8934839127732;KDR P/S bảo vệ 123 hộp 180g;PS;34000;27843;18;;;hộp;;1;;;0
SP000923;8934839129019;KDR P/S bé ngoan hương dâu hộp 35g;PS;10000;6200;15;;;hộp;;1;;;0
SP000924;8934839123710;BCDR P/S siêu mềm cho bé 2-6 tuổi;PS;18000;13131;15;;;cây;;1;;;0
SP000925;8934839123727;BCDR P/S siêu mềm cho bé 7-11 tuổi;PS;18000;13092;18;;;cây;;1;;;0
SP000926;8934839125493;BCDR P/S trẻ em 7-11 tuổi;PS;28000;23305;4;;;cây;;1;;;0
SP000927;8934839125486;BCDR P/S trẻ em từ 2-6t siêu mềm cây;PS;28000;23249;2;;;cây;;1;;;0
SP000928;8934839128098;KDR P/S trà xanh 180g;PS;36000;31869;0;;;tuýp;;1;;;0
SP000929;8934839127947;Bộ bàn chải P/S lông tơ mềm mại;PS;38000;32870;0;;;bộ;;1;;;0
SP000930;8934839135010;BCDR P/S lông tơ siêu mềm mại cây;PS;20000;14701;23;;;cây;;1;;;0
SP000931;8934839128074;KDR P/S muối hồng hoa cúc hộp 180g;PS;36000;31755;12;;;cây;;1;;;0
SP000932;8934839127978;BCDR P/S than bạc siêu mềm kháng khuẩn;PS;32000;27622;11;;;cây;;1;;;0
SP000933;8934839128463;BCDR P/S muối tre chăm sóc nướu;PS;30000;23671;0;;;cây;;1;;;0
SP000934;8934839128470;BCDR P/S muối hồng trắng răng tự nhiên;PS;30000;23671;0;;;cây;;1;;;0
SP000935;8934839131715;KDR P/S ngừa sâu răng vượt trội hộp 180g;PS;28000;23790;18;;;hộp;;1;;;0
